person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,net_disposable_income
Male,Associate,111729.0,Rent,19200.0,Venture,12.73,0.22,4.0,642,Yes,0,109284.84
Female,High School,113396.0,Rent,19200.0,Venture,15.21,0.22,4.0,660,No,0,110475.68
Female,Bachelor,28367.0,Mortgage,3000.0,Medical,12.68,0.09,3.0,587,Yes,0,27986.6
Female,High School,85787.0,Rent,19200.0,Medical,16.0,0.29,4.0,646,No,1,82715.0
Female,Master,102114.0,Rent,19200.0,Debtconsolidation,15.95,0.24,3.0,637,No,1,99051.6
Male,Bachelor,166754.0,Mortgage,3000.0,Venture,8.9,0.03,4.0,703,No,0,166487.0
Male,Master,166754.0,Mortgage,8000.0,Homeimprovement,7.9,0.04,2.0,588,Yes,0,166122.0
Male,Associate,166754.0,Mortgage,18000.0,Education,11.01,0.09,2.0,652,No,0,164772.2
Male,Bachelor,166754.0,Mortgage,19200.0,Personal,11.99,0.1,3.0,620,Yes,0,164451.92
Male,High School,28367.0,Own,4000.0,Debtconsolidation,13.98,0.21,4.0,667,No,1,27807.8
Female,Associate,28367.0,Own,4600.0,Venture,10.99,0.24,2.0,688,No,1,27861.46
Male,Associate,106694.0,Rent,19200.0,Debtconsolidation,15.58,0.23,2.0,667,No,1,103702.64
Male,Master,90718.0,Rent,19200.0,Medical,10.99,0.28,2.0,692,No,1,88607.92
Male,Bachelor,106668.0,Rent,19200.0,Venture,14.96,0.23,4.0,562,No,1,103795.68
Male,High School,28367.0,Own,3000.0,Homeimprovement,15.31,0.09,4.0,625,Yes,0,27907.7
Male,High School,106419.0,Rent,19200.0,Venture,15.65,0.23,3.0,649,No,1,103414.2
Female,High School,120696.0,Rent,19200.0,Venture,9.33,0.21,4.0,545,Yes,0,118904.64
Male,High School,28367.0,Mortgage,3600.0,Personal,13.47,0.19,4.0,540,No,1,27882.08
Female,Associate,124083.0,Rent,19200.0,Personal,10.36,0.2,3.0,637,Yes,0,122093.88
Male,Associate,111673.0,Rent,19200.0,Homeimprovement,16.0,0.22,4.0,600,No,1,108601.0
Male,High School,112633.0,Rent,19200.0,Debtconsolidation,14.59,0.22,2.0,633,No,1,109831.72
Male,High School,166754.0,Rent,3500.0,Venture,11.91,0.03,2.0,588,No,0,166337.15
Female,Associate,166754.0,Mortgage,7200.0,Education,8.38,0.03,3.0,624,Yes,0,166150.64
Male,High School,166754.0,Rent,9000.0,Venture,10.59,0.04,3.0,539,Yes,0,165800.9
Male,High School,166754.0,Mortgage,8800.0,Debtconsolidation,14.27,0.04,3.0,616,Yes,0,165498.24
Female,Master,166754.0,Rent,12000.0,Debtconsolidation,12.53,0.06,4.0,675,No,0,165250.4
Female,Associate,166754.0,Mortgage,19200.0,Debtconsolidation,16.0,0.13,3.0,662,No,1,163682.0
Male,Master,166754.0,Mortgage,10000.0,Venture,11.71,0.05,4.0,585,Yes,0,165583.0
Male,Master,28367.0,Own,3175.0,Homeimprovement,11.54,0.17,3.0,686,No,1,28000.605
Female,Bachelor,116439.0,Rent,19200.0,Homeimprovement,15.68,0.21,4.0,595,No,1,113428.44
Female,Associate,28367.0,Mortgage,3000.0,Education,10.59,0.08,2.0,539,Yes,0,28049.3
Female,High School,118417.0,Rent,19200.0,Homeimprovement,12.61,0.21,2.0,625,No,1,115995.88
Female,High School,133476.0,Rent,19200.0,Personal,11.01,0.19,2.0,641,Yes,0,131362.08
Female,Associate,28367.0,Mortgage,3000.0,Personal,8.49,0.14,3.0,661,No,1,28112.3
Male,High School,166754.0,Rent,19200.0,Personal,16.0,0.16,4.0,577,No,1,163682.0
Male,Bachelor,166754.0,Rent,18000.0,Debtconsolidation,8.9,0.09,4.0,539,Yes,0,165152.0
Female,High School,166754.0,Mortgage,10000.0,Medical,11.11,0.05,4.0,646,Yes,0,165643.0
Male,High School,166754.0,Rent,19200.0,Homeimprovement,14.59,0.13,2.0,653,No,1,163952.72
Female,Associate,166754.0,Rent,13000.0,Venture,12.42,0.06,3.0,654,No,0,165139.4
Male,Associate,100758.0,Rent,19200.0,Medical,11.01,0.25,2.0,635,No,1,98644.08
Female,Master,133231.0,Rent,19200.0,Homeimprovement,15.7,0.19,2.0,675,Yes,0,130216.6
Female,Master,28367.0,Own,3000.0,Homeimprovement,12.53,0.13,3.0,618,No,1,27991.1
Female,Master,161894.0,Rent,5000.0,Medical,16.0,0.03,2.0,609,No,1,161094.0
Female,Bachelor,166754.0,Mortgage,19200.0,Education,7.49,0.1,2.0,545,Yes,0,165315.92
Female,High School,121617.0,Rent,19200.0,Debtconsolidation,14.96,0.21,2.0,629,No,1,118744.68
Male,Associate,136206.0,Rent,19200.0,Medical,12.73,0.18,4.0,539,No,0,133761.84
Male,Master,144915.0,Rent,19200.0,Education,10.65,0.17,4.0,593,Yes,0,142870.2
Female,High School,145233.0,Rent,19200.0,Medical,10.74,0.17,2.0,683,No,0,143170.92
Male,Bachelor,145002.0,Rent,19200.0,Education,9.99,0.17,2.0,670,Yes,0,143083.92
Male,Master,110953.0,Rent,19200.0,Medical,15.33,0.23,2.0,662,No,1,108009.64
Female,High School,28367.0,Own,3000.0,Venture,7.29,0.05,4.0,681,Yes,0,28148.3
Male,High School,130096.0,Rent,19200.0,Personal,15.05,0.19,3.0,636,No,1,127206.4
Male,Master,157292.0,Rent,19200.0,Personal,10.75,0.16,3.0,677,Yes,0,155228.0
Female,Bachelor,156995.0,Rent,19200.0,Education,16.0,0.16,2.0,656,Yes,0,153923.0
Female,Associate,156952.0,Rent,19200.0,Venture,11.49,0.16,4.0,674,Yes,0,154745.92
Female,Associate,166754.0,Own,19200.0,Education,12.53,0.1,4.0,587,No,0,164348.24
Female,Bachelor,166754.0,Mortgage,12000.0,Venture,13.57,0.06,2.0,658,No,0,165125.6
Male,High School,166754.0,Rent,14000.0,Personal,11.14,0.07,3.0,581,Yes,0,165194.4
Male,High School,166754.0,Rent,19200.0,Medical,12.87,0.12,3.0,606,Yes,0,164282.96
Female,Associate,166754.0,Rent,19200.0,Education,11.58,0.1,3.0,648,No,0,164530.64
Female,Associate,166754.0,Rent,3000.0,Homeimprovement,11.12,0.03,3.0,563,Yes,0,166420.4
Female,Master,166754.0,Mortgage,19200.0,Personal,10.65,0.17,2.0,589,Yes,0,164709.2
Male,Associate,161487.0,Rent,19200.0,Debtconsolidation,10.37,0.15,2.0,641,No,0,159495.96
Male,Associate,28367.0,Own,3300.0,Homeimprovement,6.39,0.17,4.0,637,No,1,28156.13
Male,High School,161952.0,Rent,19200.0,Personal,16.0,0.15,3.0,578,Yes,0,158880.0
Female,Bachelor,161560.0,Rent,19200.0,Medical,10.62,0.15,2.0,660,Yes,0,159520.96
Male,High School,28367.0,Own,3200.0,Venture,16.0,0.16,2.0,586,No,1,27855.0
Male,Associate,163134.0,Rent,19200.0,Education,11.36,0.15,4.0,567,Yes,0,160952.88
Female,Bachelor,163683.0,Rent,19200.0,Debtconsolidation,12.53,0.15,4.0,582,Yes,0,161277.24
Female,Bachelor,166754.0,Rent,19200.0,Education,9.99,0.14,4.0,703,Yes,0,164835.92
Male,High School,166754.0,Rent,19200.0,Education,10.36,0.14,3.0,674,No,0,164764.88
Female,Master,166754.0,Mortgage,9600.0,Education,6.17,0.05,3.0,539,Yes,0,166161.68
Female,Master,166754.0,Mortgage,19200.0,Debtconsolidation,15.62,0.13,2.0,670,No,1,163754.96
Male,Master,166754.0,Mortgage,19200.0,Personal,10.37,0.1,4.0,658,No,0,164762.96
Male,Associate,166754.0,Mortgage,19200.0,Homeimprovement,16.0,0.13,4.0,669,No,0,163682.0
Male,Bachelor,166754.0,Mortgage,19200.0,Education,6.91,0.1,4.0,681,Yes,0,165427.28
Male,Associate,28367.0,Own,6000.0,Medical,7.9,0.3,2.0,618,No,1,27893.0
Female,Bachelor,28367.0,Mortgage,3000.0,Debtconsolidation,13.06,0.11,4.0,573,Yes,0,27975.2
Female,High School,28367.0,Own,3000.0,Personal,6.39,0.1,3.0,539,Yes,0,28175.3
Male,Master,166754.0,Rent,19200.0,Debtconsolidation,14.93,0.14,3.0,590,No,1,163887.44
Female,High School,28367.0,Mortgage,5600.0,Medical,12.84,0.27,4.0,587,No,1,27647.96
Male,Master,28367.0,Own,3625.0,Venture,16.0,0.18,2.0,648,No,1,27787.0
Male,Master,28367.0,Mortgage,5500.0,Venture,7.14,0.27,3.0,687,No,1,27974.3
Male,Bachelor,166754.0,Rent,19200.0,Personal,8.9,0.12,2.0,621,No,0,165045.2
Female,High School,28367.0,Own,3000.0,Personal,12.42,0.1,3.0,590,Yes,0,27994.4
Male,Associate,166754.0,Rent,19200.0,Homeimprovement,12.68,0.11,2.0,676,Yes,0,164319.44
Female,Associate,166754.0,Rent,19200.0,Personal,11.03,0.13,2.0,677,Yes,0,164636.24
Male,Bachelor,166754.0,Rent,19200.0,Venture,7.9,0.15,4.0,651,Yes,0,165237.2
Male,High School,166754.0,Mortgage,19200.0,Medical,10.65,0.18,4.0,602,Yes,0,164709.2
Male,High School,166754.0,Rent,19200.0,Venture,11.86,0.09,4.0,652,No,0,164476.88
Male,Associate,28367.0,Own,5000.0,Personal,8.94,0.25,4.0,572,No,1,27920.0
Male,Bachelor,28367.0,Own,4375.0,Venture,9.63,0.21,4.0,539,No,1,27945.6875
Female,High School,60742.0,Rent,19200.0,Personal,14.22,0.31,3.0,638,No,1,58011.76
Female,High School,72805.0,Rent,19200.0,Debtconsolidation,9.33,0.31,3.0,655,No,1,71013.64
Male,Master,102011.0,Rent,19200.0,Medical,13.85,0.24,4.0,627,Yes,0,99351.8
Male,High School,28367.0,Mortgage,3000.0,Education,10.65,0.1,2.0,596,No,0,28047.5
Female,Bachelor,111283.0,Rent,19200.0,Medical,11.46,0.22,4.0,694,No,0,109082.68
Female,Associate,166754.0,Mortgage,19200.0,Personal,7.66,0.18,2.0,684,Yes,0,165283.28
Female,Bachelor,166754.0,Mortgage,12000.0,Venture,16.0,0.06,4.0,547,No,0,164834.0
Female,Bachelor,166754.0,Mortgage,12000.0,Personal,9.63,0.06,4.0,586,Yes,0,165598.4
Female,Bachelor,166754.0,Rent,19200.0,Personal,12.23,0.13,4.0,694,No,0,164405.84
Male,Master,152227.0,Mortgage,10000.0,Medical,14.09,0.07,4.0,639,No,1,150818.0
Female,Bachelor,65399.0,Rent,19200.0,Personal,13.98,0.31,4.0,663,No,1,62714.84
Female,High School,75928.0,Rent,19200.0,Education,10.62,0.31,4.0,539,No,1,73888.96
Male,Bachelor,28367.0,Mortgage,3900.0,Debtconsolidation,11.01,0.18,3.0,636,No,1,27937.61
Male,High School,83235.0,Rent,19200.0,Personal,16.0,0.29,4.0,603,No,1,80163.0
Male,High School,68297.0,Rent,19200.0,Medical,14.96,0.31,2.0,539,No,1,65424.68
Male,Master,89977.0,Rent,19200.0,Debtconsolidation,15.65,0.27,2.0,692,No,1,86972.2
Female,Associate,79510.0,Rent,19200.0,Medical,15.7,0.3,2.0,604,No,1,76495.6
Female,Bachelor,109050.0,Rent,19200.0,Venture,12.53,0.22,3.0,622,No,0,106644.24
Female,Bachelor,94635.0,Rent,19200.0,Homeimprovement,16.0,0.26,3.0,643,No,1,91563.0
Male,High School,120966.0,Rent,19200.0,Personal,12.87,0.2,2.0,565,No,0,118494.96
Male,Master,124437.0,Rent,19200.0,Personal,15.7,0.19,2.0,703,Yes,0,121422.6
Male,Bachelor,166754.0,Mortgage,9000.0,Education,11.01,0.05,3.0,625,Yes,0,165763.1
Male,Bachelor,166754.0,Own,15000.0,Venture,11.14,0.08,4.0,614,Yes,0,165083.0
Female,Bachelor,166754.0,Mortgage,19200.0,Venture,16.0,0.1,3.0,690,Yes,0,163682.0
Male,High School,166754.0,Mortgage,19200.0,Education,15.65,0.13,2.0,564,Yes,0,163749.2
Female,Associate,166754.0,Mortgage,13750.0,Debtconsolidation,11.01,0.07,4.0,579,Yes,0,165240.125
Female,High School,166754.0,Mortgage,15250.0,Venture,15.31,0.08,4.0,648,No,0,164419.225
Male,Master,166754.0,Mortgage,19200.0,Venture,13.47,0.1,2.0,539,Yes,0,164167.76
Male,Associate,28367.0,Mortgage,4750.0,Homeimprovement,13.85,0.22,2.0,658,No,1,27709.125
Female,Bachelor,135292.0,Rent,19200.0,Personal,11.01,0.18,3.0,574,No,0,133178.08
Male,High School,28367.0,Mortgage,6000.0,Venture,10.39,0.28,4.0,671,No,1,27743.6
Male,High School,139035.0,Rent,19200.0,Homeimprovement,11.36,0.17,2.0,633,No,0,136853.88
Male,High School,166754.0,Rent,19200.0,Education,11.83,0.14,3.0,631,Yes,0,164482.64
Male,Associate,166754.0,Rent,19200.0,Education,12.53,0.07,3.0,652,Yes,0,164348.24
Female,Bachelor,130762.0,Rent,19200.0,Homeimprovement,14.96,0.18,3.0,683,No,1,127889.68
Female,Bachelor,52596.0,Rent,19200.0,Debtconsolidation,13.85,0.31,3.0,693,No,1,49936.8
Female,Bachelor,57326.0,Rent,19200.0,Venture,11.58,0.31,4.0,603,No,1,55102.64
Female,High School,58262.0,Rent,19200.0,Venture,16.0,0.31,2.0,539,No,1,55190.0
Female,High School,58620.0,Rent,19200.0,Medical,11.01,0.31,3.0,664,No,1,56506.08
Female,Master,55113.0,Rent,19200.0,Education,16.0,0.31,2.0,645,No,1,52041.0
Male,Bachelor,63361.0,Rent,19200.0,Personal,10.74,0.31,2.0,592,No,1,61298.92
Female,Associate,28367.0,Mortgage,3000.0,Education,15.27,0.1,3.0,636,Yes,0,27908.9
Female,Bachelor,57356.0,Rent,19200.0,Personal,16.0,0.31,2.0,672,No,1,54284.0
Female,Bachelor,28367.0,Mortgage,3000.0,Venture,11.36,0.05,2.0,686,Yes,0,28026.2
Female,High School,59680.0,Rent,19200.0,Medical,16.0,0.31,4.0,590,No,1,56608.0
Female,Master,72720.0,Rent,19200.0,Personal,7.9,0.31,4.0,636,No,1,71203.2
Female,High School,73024.0,Rent,19200.0,Personal,10.99,0.31,4.0,580,No,1,70913.92
Male,Bachelor,73110.0,Rent,19200.0,Personal,7.29,0.31,3.0,674,No,1,71710.32
Female,Associate,72902.0,Rent,19200.0,Medical,10.75,0.31,2.0,601,No,1,70838.0
Female,High School,75416.0,Rent,19200.0,Debtconsolidation,7.9,0.31,3.0,620,No,1,73899.2
Male,Master,75959.0,Rent,19200.0,Education,14.84,0.31,2.0,642,No,1,73109.72
Male,Associate,79222.0,Rent,19200.0,Debtconsolidation,11.01,0.3,2.0,616,No,1,77108.08
Female,Associate,28367.0,Mortgage,4975.0,Education,11.01,0.23,3.0,588,No,1,27819.2525
Male,High School,71875.0,Rent,19200.0,Debtconsolidation,16.0,0.31,2.0,585,No,1,68803.0
Male,Bachelor,80313.0,Rent,19200.0,Venture,11.01,0.3,4.0,632,No,1,78199.08
Male,High School,72647.0,Rent,19200.0,Venture,14.96,0.31,4.0,556,No,1,69774.68
Male,Bachelor,80492.0,Rent,19200.0,Education,6.99,0.3,3.0,602,No,1,79149.92
Male,High School,75646.0,Rent,19200.0,Personal,16.0,0.31,4.0,639,No,1,72574.0
Male,Associate,85223.0,Rent,19200.0,Education,10.99,0.28,4.0,603,No,1,83112.92
Male,Associate,89735.0,Rent,19200.0,Debtconsolidation,10.99,0.27,2.0,689,No,1,87624.92
Male,High School,28367.0,Own,3000.0,Personal,7.9,0.13,4.0,672,No,1,28130.0
Female,Master,90780.0,Rent,19200.0,Education,12.69,0.26,4.0,539,No,1,88343.52
Male,Bachelor,90889.0,Rent,19200.0,Medical,10.37,0.26,3.0,643,No,1,88897.96
Male,Bachelor,90911.0,Rent,19200.0,Homeimprovement,11.01,0.26,3.0,589,No,1,88797.08
Male,Master,83953.0,Rent,19200.0,Debtconsolidation,15.83,0.29,3.0,646,No,1,80913.64
Male,Associate,94644.0,Rent,19200.0,Personal,13.92,0.25,3.0,613,No,1,91971.36
Female,High School,28367.0,Own,3000.0,Venture,11.49,0.09,3.0,567,No,0,28022.3
Female,Bachelor,96989.0,Rent,19200.0,Medical,10.25,0.25,2.0,603,No,0,95021.0
Female,Associate,28367.0,Own,3500.0,Homeimprovement,7.49,0.15,4.0,647,No,1,28104.85
Female,Master,28367.0,Own,4000.0,Education,6.17,0.18,2.0,645,No,1,28120.2
Female,Bachelor,90900.0,Rent,19200.0,Personal,12.92,0.26,2.0,672,No,1,88419.36
Female,Master,107641.0,Rent,19200.0,Personal,11.58,0.22,3.0,648,No,0,105417.64
Male,High School,114870.0,Rent,19200.0,Education,8.9,0.21,2.0,653,No,0,113161.2
Male,Bachelor,100479.0,Rent,19200.0,Debtconsolidation,16.0,0.24,3.0,590,No,1,97407.0
Female,Master,114958.0,Rent,19200.0,Venture,6.54,0.21,4.0,703,Yes,0,113702.32
Female,Master,28367.0,Own,4900.0,Homeimprovement,14.54,0.21,4.0,674,No,1,27654.54
Female,Bachelor,28367.0,Own,5000.0,Education,11.11,0.22,2.0,594,No,1,27811.5
Female,High School,120498.0,Rent,19200.0,Personal,12.73,0.2,4.0,626,No,0,118053.84
Female,Master,132873.0,Rent,19200.0,Venture,15.62,0.18,4.0,701,Yes,0,129873.96
Male,Associate,28367.0,Own,6250.0,Homeimprovement,6.54,0.28,4.0,602,No,1,27958.25
Female,Associate,118299.0,Rent,19200.0,Debtconsolidation,11.01,0.2,2.0,539,No,1,116185.08
Female,Associate,125665.0,Rent,19200.0,Debtconsolidation,16.0,0.19,4.0,657,No,1,122593.0
Female,High School,144904.0,Rent,19200.0,Education,9.91,0.17,4.0,638,No,0,143001.28
Female,Bachelor,144882.0,Rent,19200.0,Venture,12.69,0.17,4.0,646,Yes,0,142445.52
Male,Associate,130649.0,Rent,19200.0,Education,16.0,0.18,3.0,678,No,1,127577.0
Male,Master,149622.0,Rent,19200.0,Personal,16.0,0.16,4.0,684,Yes,0,146550.0
Male,Bachelor,28367.0,Mortgage,3000.0,Medical,15.95,0.11,2.0,594,No,1,27888.5
Male,Master,157225.0,Rent,19200.0,Debtconsolidation,11.49,0.15,3.0,539,Yes,0,155018.92
Female,Bachelor,163004.0,Rent,19200.0,Personal,10.99,0.15,2.0,662,No,0,160893.92
Male,High School,163035.0,Rent,19200.0,Homeimprovement,13.79,0.15,2.0,636,Yes,0,160387.32
Male,Master,138731.0,Rent,19200.0,Medical,16.0,0.17,3.0,613,No,1,135659.0
Female,Associate,166754.0,Rent,19200.0,Education,7.49,0.13,4.0,573,Yes,0,165315.92
Male,Master,166378.0,Rent,19200.0,Debtconsolidation,16.0,0.14,2.0,703,No,1,163306.0
Male,Associate,28367.0,Own,13000.0,Personal,7.88,0.31,3.0,640,No,1,27342.6
Male,Bachelor,28367.0,Own,6250.0,Venture,10.62,0.28,4.0,637,No,1,27703.25
Female,High School,166754.0,Rent,19200.0,Debtconsolidation,10.99,0.13,4.0,633,Yes,0,164643.92
Male,Bachelor,166754.0,Rent,19200.0,Education,16.0,0.13,2.0,615,No,1,163682.0
Male,Bachelor,166754.0,Rent,19200.0,Debtconsolidation,11.01,0.12,2.0,552,Yes,0,164640.08
Male,Bachelor,28367.0,Own,3000.0,Personal,11.36,0.11,3.0,670,Yes,0,28026.2
Male,Associate,53633.0,Rent,19200.0,Homeimprovement,11.01,0.31,2.0,678,No,1,51519.08
Female,Master,144983.0,Rent,19200.0,Medical,13.47,0.16,2.0,676,No,0,142396.76
Female,High School,67032.0,Rent,19200.0,Personal,11.89,0.31,3.0,624,No,1,64749.12
Male,High School,28367.0,Mortgage,10000.0,Debtconsolidation,12.18,0.31,2.0,649,No,1,27149.0
Male,High School,123299.0,Rent,19200.0,Debtconsolidation,13.49,0.19,4.0,555,Yes,0,120708.92
Female,Associate,91275.0,Rent,19200.0,Personal,14.5,0.26,4.0,613,No,1,88491.0
Male,Bachelor,28367.0,Own,4000.0,Medical,11.01,0.18,2.0,684,No,1,27926.6
Male,Bachelor,28367.0,Own,5400.0,Medical,15.31,0.24,2.0,647,No,1,27540.26
Male,High School,28367.0,Mortgage,4000.0,Medical,11.01,0.18,3.0,580,No,1,27926.6
Female,Bachelor,28367.0,Own,3375.0,Venture,11.01,0.15,2.0,630,No,1,27995.4125
Male,Bachelor,81701.0,Rent,19200.0,Venture,7.49,0.29,2.0,589,No,1,80262.92
Male,High School,52984.0,Rent,19200.0,Personal,11.01,0.31,3.0,621,No,1,50870.08
Female,Master,68579.0,Rent,19200.0,Education,11.01,0.31,2.0,665,No,1,66465.08
Female,Bachelor,73014.0,Rent,19200.0,Venture,12.18,0.31,4.0,668,No,1,70675.44
Female,Bachelor,28367.0,Mortgage,3000.0,Venture,11.34,0.05,4.0,615,Yes,0,28026.8
Female,High School,76932.0,Rent,19200.0,Education,9.91,0.3,3.0,604,No,1,75029.28
Male,High School,78955.0,Rent,19200.0,Homeimprovement,11.99,0.29,4.0,620,No,1,76652.92
Male,Master,82567.0,Rent,19200.0,Education,9.62,0.28,2.0,558,No,1,80719.96
Male,Bachelor,28367.0,Own,3000.0,Debtconsolidation,9.96,0.13,3.0,603,No,1,28068.2
Male,Bachelor,97251.0,Rent,19200.0,Venture,11.01,0.24,2.0,683,Yes,0,95137.08
Male,Associate,106607.0,Rent,19200.0,Venture,14.54,0.22,2.0,641,No,1,103815.32
Male,Bachelor,71385.0,Rent,19200.0,Medical,11.36,0.31,4.0,539,No,1,69203.88
Female,Bachelor,84865.0,Rent,19200.0,Debtconsolidation,14.27,0.27,2.0,655,No,1,82125.16
Male,Bachelor,28367.0,Own,3000.0,Homeimprovement,11.99,0.13,3.0,663,No,1,28007.3
Female,Bachelor,84801.0,Rent,19200.0,Education,16.0,0.27,2.0,605,No,1,81729.0
Male,Bachelor,88421.0,Rent,19200.0,Venture,16.0,0.25,4.0,703,No,1,85349.0
Male,High School,28367.0,Mortgage,5000.0,Personal,9.32,0.22,3.0,571,No,1,27901.0
Male,Bachelor,43042.0,Rent,19200.0,Debtconsolidation,12.69,0.31,3.0,678,No,1,40605.52
Female,High School,53119.0,Rent,19200.0,Homeimprovement,13.11,0.31,2.0,597,No,1,50601.88
Male,Bachelor,63311.0,Rent,19200.0,Personal,10.74,0.31,2.0,689,No,1,61248.92
Male,Bachelor,28367.0,Mortgage,4200.0,Personal,14.11,0.18,4.0,675,No,1,27774.38
Female,High School,69308.0,Rent,19200.0,Education,9.63,0.31,3.0,591,No,1,67459.04
Female,High School,70598.0,Rent,19200.0,Medical,14.65,0.31,2.0,616,No,1,67785.2
Female,High School,73044.0,Rent,19200.0,Debtconsolidation,10.25,0.3,4.0,640,No,1,71076.0
Male,Bachelor,73043.0,Rent,19200.0,Venture,14.26,0.3,2.0,593,No,1,70305.08
Female,Bachelor,28367.0,Mortgage,3000.0,Education,9.91,0.13,2.0,649,No,1,28069.7
Male,Bachelor,68198.0,Rent,19200.0,Medical,16.0,0.31,3.0,645,No,1,65126.0
Female,High School,85089.0,Rent,19200.0,Education,11.36,0.26,4.0,539,No,1,82907.88
Female,Bachelor,80358.0,Rent,19200.0,Education,11.01,0.27,2.0,635,No,1,78244.08
Female,Bachelor,90025.0,Rent,19200.0,Debtconsolidation,10.59,0.24,3.0,640,Yes,0,87991.72
Female,Master,93232.0,Rent,19200.0,Education,9.25,0.24,2.0,625,No,0,91456.0
Female,Master,28367.0,Own,3625.0,Medical,8.49,0.15,3.0,557,No,1,28059.2375
Male,Associate,93314.0,Rent,19200.0,Venture,6.54,0.24,3.0,643,No,0,92058.32
Female,Associate,28367.0,Own,6000.0,Medical,8.49,0.25,3.0,631,No,1,27857.6
Male,Bachelor,97038.0,Rent,19200.0,Medical,11.01,0.23,4.0,653,Yes,0,94924.08
Female,Associate,100246.0,Rent,19200.0,Venture,12.69,0.22,2.0,623,Yes,0,97809.52
Female,Bachelor,28367.0,Own,7400.0,Medical,13.85,0.31,2.0,662,No,1,27342.1
Male,Associate,28367.0,Own,4000.0,Debtconsolidation,7.4,0.17,3.0,667,No,1,28071.0
Male,High School,101575.0,Rent,19200.0,Debtconsolidation,11.71,0.22,4.0,586,No,0,99326.68
Female,Master,94168.0,Rent,19200.0,Personal,11.48,0.23,3.0,703,No,1,91963.84
Male,Master,99394.0,Rent,19200.0,Education,16.0,0.22,2.0,646,No,1,96322.0
Male,High School,28367.0,Mortgage,3500.0,Debtconsolidation,14.61,0.15,3.0,646,No,1,27855.65
Male,Bachelor,120500.0,Rent,19200.0,Debtconsolidation,7.88,0.18,4.0,646,No,0,118987.04
Female,Bachelor,133195.0,Rent,19200.0,Personal,11.01,0.17,3.0,643,Yes,0,131081.08
Male,Bachelor,28367.0,Mortgage,4950.0,Personal,11.71,0.2,2.0,594,No,1,27787.355
Male,Bachelor,69353.0,Rent,19200.0,Personal,11.99,0.31,2.0,664,No,1,67050.92
Male,High School,65946.0,Rent,19200.0,Venture,13.49,0.31,2.0,605,No,1,63355.92
Female,High School,68677.0,Rent,19200.0,Medical,16.0,0.31,4.0,646,No,1,65605.0
Female,Associate,76687.0,Rent,19200.0,Debtconsolidation,14.35,0.28,3.0,655,No,1,73931.8
Female,Bachelor,99087.0,Rent,19200.0,Personal,13.61,0.22,3.0,597,No,0,96473.88
Male,High School,94523.0,Rent,19200.0,Debtconsolidation,11.26,0.23,3.0,679,No,1,92361.08
Female,High School,28367.0,Own,3000.0,Venture,10.59,0.1,3.0,654,No,0,28049.3
Female,Bachelor,135365.0,Rent,19200.0,Medical,7.9,0.16,2.0,556,No,0,133848.2
Male,Associate,28367.0,Mortgage,7000.0,Homeimprovement,6.17,0.29,4.0,694,No,1,27935.1
Male,High School,28367.0,Own,3000.0,Education,11.99,0.13,4.0,587,No,1,28007.3
Female,Associate,71718.0,Rent,19200.0,Medical,16.0,0.3,3.0,620,No,1,68646.0
Female,Master,84999.0,Rent,19200.0,Homeimprovement,9.99,0.25,3.0,701,No,1,83080.92
Female,High School,140396.0,Rent,19200.0,Education,15.33,0.15,3.0,572,Yes,0,137452.64
Male,High School,73404.0,Rent,19200.0,Education,7.29,0.29,4.0,671,No,1,72004.32
Male,High School,38473.0,Rent,19200.0,Debtconsolidation,12.42,0.31,3.0,599,No,1,36088.36
Male,Associate,57546.0,Rent,19200.0,Venture,10.99,0.31,2.0,610,No,1,55435.92
Male,Bachelor,62422.0,Rent,19200.0,Venture,6.91,0.31,2.0,588,No,1,61095.28
Male,Bachelor,28367.0,Mortgage,5000.0,Debtconsolidation,14.17,0.21,2.0,691,No,1,27658.5
Male,High School,64732.0,Rent,19200.0,Medical,10.25,0.31,3.0,645,No,1,62764.0
Male,Associate,28367.0,Own,9250.0,Education,11.01,0.31,2.0,618,No,1,27348.575
Male,Bachelor,68154.0,Rent,19200.0,Venture,15.95,0.31,3.0,672,No,1,65091.6
Female,Associate,79138.0,Rent,19200.0,Education,15.95,0.27,4.0,650,No,1,76075.6
Male,High School,42536.0,Rent,19200.0,Venture,12.53,0.31,4.0,687,No,1,40130.24
Male,Associate,28367.0,Mortgage,3000.0,Homeimprovement,14.91,0.06,4.0,539,No,1,27919.7
Male,Associate,28367.0,Mortgage,3000.0,Medical,11.01,0.12,4.0,604,No,1,28036.7
Female,Bachelor,48929.0,Rent,19200.0,Medical,6.54,0.31,4.0,601,No,1,47673.32
Female,Associate,28367.0,Own,3000.0,Venture,11.01,0.04,3.0,612,Yes,0,28036.7
Male,Bachelor,51379.0,Rent,19200.0,Medical,16.0,0.31,4.0,666,No,1,48307.0
Male,High School,76364.0,Rent,19200.0,Medical,11.36,0.27,2.0,645,No,1,74182.88
