no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,total_assets_value
2, Graduate, No,7700000,16700000,6,555, Approved,42400000
1, Not Graduate, Yes,3600000,10300000,12,536, Rejected,22200000
2, Not Graduate, No,700000,1700000,10,839, Approved,3700000
0, Graduate, Yes,1400000,5100000,6,890, Approved,13100000
1, Graduate, Yes,8600000,27900000,20,415, Rejected,62000000
4, Graduate, No,4700000,15700000,4,868, Approved,24400000
3, Graduate, Yes,2900000,5800000,12,353, Rejected,24200000
4, Not Graduate, No,9000000,29000000,16,590, Approved,61700000
5, Graduate, Yes,500000,900000,18,618, Approved,3600000
2, Not Graduate, Yes,700000,1700000,10,539, Rejected,5200000
0, Graduate, No,6800000,27000000,4,429, Approved,55500000
2, Graduate, No,1800000,4700000,8,792, Approved,12000000
0, Not Graduate, No,6000000,12400000,2,608, Approved,29800000
4, Graduate, Yes,5400000,21500000,14,555, Approved,27600000
5, Graduate, Yes,8400000,17500000,12,620, Approved,60700000
0, Graduate, No,7400000,20900000,6,635, Approved,57800000
2, Graduate, No,3200000,12500000,10,457, Rejected,20600000
1, Graduate, Yes,5400000,21400000,8,350, Rejected,30100000
5, Graduate, Yes,1000000,2500000,14,885, Approved,5700000
0, Graduate, No,4400000,14700000,16,638, Approved,23800000
1, Graduate, Yes,3800000,10500000,12,710, Approved,23000000
3, Not Graduate, Yes,6100000,20900000,18,470, Rejected,34500000
5, Not Graduate, Yes,5500000,17300000,16,874, Approved,25500000
5, Not Graduate, Yes,500000,1800000,18,411, Rejected,3000000
0, Not Graduate, Yes,300000,1100000,2,482, Approved,1800000
1, Graduate, Yes,6200000,16900000,2,396, Rejected,49400000
0, Not Graduate, No,300000,900000,20,436, Rejected,1200000
0, Not Graduate, Yes,6900000,22100000,20,303, Rejected,47100000
4, Graduate, No,3700000,11400000,12,728, Approved,19600000
3, Not Graduate, Yes,8800000,28600000,10,775, Approved,51800000
5, Graduate, Yes,8200000,23500000,12,402, Rejected,46700000
1, Not Graduate, Yes,9200000,31500000,18,698, Approved,40100000
0, Not Graduate, No,2400000,7800000,14,665, Approved,17200000
4, Not Graduate, No,4100000,13500000,18,490, Rejected,26800000
1, Graduate, No,8000000,31900000,12,504, Rejected,53400000
3, Not Graduate, Yes,3600000,8600000,8,790, Approved,26300000
1, Not Graduate, Yes,700000,2700000,20,669, Approved,4200000
4, Not Graduate, No,8300000,30700000,6,381, Rejected,55300000
0, Graduate, Yes,5300000,15000000,2,900, Approved,30600000
4, Graduate, No,8300000,24900000,16,506, Rejected,54700000
3, Not Graduate, Yes,2500000,8800000,12,538, Rejected,19100000
3, Graduate, Yes,5400000,14400000,8,677, Approved,42800000
4, Graduate, No,1600000,4900000,8,685, Approved,10500000
2, Not Graduate, No,2400000,6200000,12,860, Approved,19200000
5, Not Graduate, No,6300000,14800000,6,608, Approved,53800000
4, Graduate, Yes,2500000,5300000,10,540, Rejected,13900000
0, Graduate, Yes,7500000,16800000,16,492, Rejected,62800000
3, Not Graduate, No,2900000,8500000,14,834, Approved,16300000
3, Graduate, Yes,1000000,3500000,16,834, Approved,6200000
2, Graduate, Yes,8600000,28800000,8,890, Approved,57600000
1, Not Graduate, No,300000,1100000,12,443, Rejected,2400000
5, Not Graduate, No,2300000,5700000,18,329, Rejected,16500000
2, Not Graduate, Yes,2400000,5400000,12,739, Approved,10800000
5, Graduate, Yes,9800000,30300000,6,867, Approved,74600000
2, Not Graduate, No,8100000,24800000,6,307, Rejected,45800000
3, Graduate, No,6700000,15500000,18,492, Rejected,39800000
1, Not Graduate, Yes,8400000,24700000,18,698, Approved,81100000
2, Graduate, No,200000,700000,8,851, Approved,1600000
2, Graduate, No,4700000,12500000,14,375, Rejected,23100000
0, Graduate, Yes,4300000,14300000,14,601, Approved,27100000
4, Not Graduate, No,2200000,7000000,20,756, Approved,14400000
4, Graduate, Yes,8600000,19200000,4,868, Approved,64000000
4, Graduate, Yes,2000000,7200000,10,838, Approved,11400000
4, Not Graduate, Yes,4200000,15900000,14,375, Rejected,34300000
0, Not Graduate, Yes,5100000,12500000,18,778, Approved,22300000
2, Graduate, Yes,4100000,11200000,6,442, Rejected,30800000
1, Graduate, Yes,9900000,39500000,12,808, Approved,59200000
1, Not Graduate, Yes,3200000,9000000,20,372, Rejected,16500000
2, Graduate, No,5500000,19000000,4,597, Approved,29100000
0, Graduate, Yes,7800000,29100000,20,435, Rejected,61100000
3, Graduate, Yes,3400000,9700000,20,728, Approved,12700000
4, Graduate, Yes,7900000,25900000,14,373, Rejected,60500000
3, Graduate, Yes,8900000,18500000,10,367, Rejected,48400000
2, Graduate, No,7300000,19100000,14,552, Approved,36200000
4, Not Graduate, Yes,3300000,10600000,8,465, Rejected,15000000
4, Graduate, Yes,2900000,10500000,8,607, Approved,21300000
2, Graduate, Yes,500000,1300000,4,427, Rejected,4300000
3, Not Graduate, No,7200000,21200000,4,711, Approved,45600000
3, Not Graduate, No,8300000,24100000,14,823, Approved,38300000
1, Not Graduate, Yes,8700000,20500000,6,523, Rejected,54300000
4, Not Graduate, Yes,7100000,27900000,10,328, Rejected,56600000
3, Graduate, Yes,9800000,28200000,12,721, Approved,53800000
0, Graduate, Yes,6900000,17000000,20,599, Approved,58400000
0, Not Graduate, No,2400000,5000000,14,580, Approved,19000000
1, Not Graduate, Yes,2100000,4900000,10,744, Approved,8600000
2, Graduate, Yes,7200000,23900000,4,559, Approved,45000000
2, Graduate, No,4600000,13500000,16,587, Approved,29200000
5, Graduate, Yes,9900000,31800000,18,817, Approved,68200000
4, Not Graduate, Yes,300000,1000000,20,655, Approved,1600000
5, Graduate, Yes,6900000,23900000,6,382, Rejected,54400000
2, Graduate, Yes,1700000,4300000,6,765, Approved,10800000
2, Graduate, Yes,4400000,10000000,20,516, Rejected,32300000
4, Not Graduate, Yes,4300000,15000000,8,383, Rejected,18700000
2, Not Graduate, No,3700000,14100000,6,633, Approved,15700000
1, Graduate, No,5900000,15200000,2,547, Rejected,37400000
5, Not Graduate, Yes,8600000,26300000,10,843, Approved,62500000
3, Not Graduate, Yes,3400000,13200000,8,783, Approved,24700000
3, Not Graduate, Yes,1000000,3200000,14,790, Approved,6700000
1, Not Graduate, Yes,4400000,14200000,16,409, Rejected,31100000
0, Not Graduate, No,3600000,7800000,14,376, Rejected,31600000
3, Not Graduate, No,1400000,2700000,8,625, Approved,9300000
0, Not Graduate, No,5300000,10900000,18,707, Approved,35800000
3, Graduate, Yes,9400000,20500000,6,645, Approved,65100000
4, Not Graduate, Yes,6600000,22100000,6,887, Approved,31600000
5, Graduate, No,9800000,37600000,18,319, Rejected,49300000
1, Not Graduate, No,1900000,4900000,20,647, Approved,14700000
2, Not Graduate, Yes,5800000,22500000,6,888, Approved,36400000
2, Not Graduate, No,3100000,10400000,10,420, Rejected,26300000
0, Graduate, No,6800000,18400000,2,791, Approved,35000000
5, Not Graduate, No,4600000,16200000,12,891, Approved,21600000
2, Not Graduate, Yes,200000,700000,16,641, Approved,1500000
3, Not Graduate, Yes,9500000,22800000,6,319, Rejected,62500000
5, Not Graduate, Yes,6200000,22200000,20,819, Approved,50500000
4, Not Graduate, Yes,9700000,32300000,18,387, Rejected,51300000
5, Graduate, Yes,4200000,12300000,2,686, Approved,30500000
1, Graduate, Yes,5700000,12000000,4,415, Rejected,41300000
2, Graduate, Yes,200000,500000,6,885, Rejected,400000
4, Graduate, No,8000000,25500000,4,722, Approved,62200000
4, Graduate, No,5200000,20400000,20,761, Approved,26800000
1, Graduate, Yes,7100000,15200000,8,389, Rejected,37000000
1, Graduate, Yes,9300000,27900000,12,600, Approved,41900000
5, Graduate, No,2000000,6100000,2,407, Approved,10400000
3, Graduate, Yes,3900000,14000000,18,829, Approved,23500000
2, Not Graduate, No,2800000,5900000,6,895, Approved,17300000
5, Graduate, Yes,3000000,11100000,12,441, Rejected,20300000
4, Not Graduate, No,4500000,9800000,16,895, Approved,37400000
4, Graduate, No,1900000,4300000,4,826, Approved,10300000
1, Graduate, No,2300000,7200000,8,453, Rejected,16600000
0, Graduate, No,4700000,17500000,2,701, Approved,26400000
2, Not Graduate, Yes,1300000,2700000,8,627, Approved,4300000
3, Graduate, No,3100000,11000000,2,543, Approved,19500000
0, Graduate, No,8400000,17500000,18,411, Rejected,60200000
5, Graduate, Yes,1700000,5800000,4,583, Approved,12100000
2, Not Graduate, No,1900000,7500000,2,889, Approved,11400000
3, Not Graduate, No,2400000,8600000,8,684, Approved,13600000
5, Graduate, No,6800000,20500000,10,578, Approved,42900000
1, Graduate, No,2900000,10900000,20,445, Rejected,21300000
4, Graduate, Yes,8900000,26300000,10,369, Rejected,70400000
1, Not Graduate, No,8800000,22200000,18,794, Approved,51800000
0, Graduate, Yes,8200000,19200000,16,492, Rejected,52900000
3, Not Graduate, Yes,3600000,13200000,16,557, Approved,25800000
4, Graduate, Yes,9500000,31800000,6,519, Rejected,47800000
0, Not Graduate, Yes,1900000,5700000,18,699, Approved,14200000
3, Not Graduate, Yes,9100000,24600000,2,741, Approved,61100000
5, Graduate, No,1100000,3800000,18,508, Rejected,5200000
5, Not Graduate, Yes,1100000,2800000,10,647, Approved,10400000
1, Graduate, No,9300000,28600000,14,656, Approved,66300000
4, Graduate, Yes,3900000,10600000,2,439, Rejected,25200000
5, Not Graduate, Yes,1500000,4000000,12,350, Rejected,10400000
5, Graduate, No,800000,2200000,6,493, Rejected,5200000
4, Graduate, No,600000,1800000,6,851, Approved,4100000
2, Graduate, No,4400000,12500000,18,492, Rejected,21900000
4, Graduate, Yes,2700000,5400000,6,861, Approved,18100000
3, Not Graduate, Yes,6200000,14600000,2,664, Approved,50100000
5, Graduate, Yes,700000,1300000,16,362, Rejected,6400000
0, Graduate, No,3400000,9400000,6,703, Approved,17800000
1, Not Graduate, Yes,4900000,16800000,12,758, Approved,21400000
3, Not Graduate, Yes,4200000,9700000,2,396, Rejected,21800000
0, Graduate, Yes,5300000,10600000,2,828, Approved,38000000
5, Graduate, Yes,3700000,10000000,20,709, Approved,23000000
4, Not Graduate, Yes,5600000,17500000,10,528, Rejected,35800000
2, Graduate, Yes,4300000,16000000,14,623, Approved,38000000
4, Not Graduate, Yes,7100000,24500000,14,599, Approved,43300000
4, Graduate, Yes,5400000,12700000,4,622, Approved,35900000
0, Not Graduate, No,6000000,13100000,6,385, Rejected,53600000
4, Graduate, Yes,4100000,12500000,2,579, Approved,32300000
4, Not Graduate, No,8300000,17900000,20,846, Approved,53000000
3, Graduate, No,8100000,23900000,10,449, Rejected,50400000
1, Not Graduate, No,7200000,24900000,14,666, Approved,37600000
5, Graduate, No,7200000,17500000,4,380, Rejected,26400000
2, Graduate, Yes,3500000,8100000,4,589, Approved,25700000
1, Graduate, No,6200000,19500000,12,845, Approved,31300000
3, Not Graduate, No,5200000,17300000,10,401, Rejected,23100000
0, Not Graduate, No,4500000,14500000,2,766, Approved,38300000
5, Not Graduate, No,5400000,15100000,12,522, Rejected,29500000
3, Not Graduate, Yes,2000000,6900000,6,834, Approved,14400000
3, Graduate, No,8900000,25400000,8,588, Approved,54800000
2, Graduate, No,5000000,10600000,4,570, Approved,34700000
2, Graduate, No,4900000,17600000,6,860, Approved,39400000
4, Graduate, Yes,5300000,19200000,4,655, Approved,42800000
3, Not Graduate, Yes,8500000,27700000,4,457, Approved,28100000
5, Graduate, Yes,700000,2100000,14,863, Approved,4600000
3, Not Graduate, Yes,5900000,18900000,4,742, Approved,46500000
3, Graduate, No,3500000,13300000,4,798, Approved,28400000
5, Not Graduate, Yes,7700000,18900000,16,552, Approved,52200000
2, Not Graduate, Yes,4500000,12500000,12,418, Rejected,21400000
0, Graduate, No,9100000,22200000,6,419, Rejected,36000000
1, Not Graduate, Yes,9000000,29900000,2,668, Approved,58400000
2, Not Graduate, No,8900000,29200000,8,608, Approved,61200000
5, Not Graduate, No,6500000,13800000,10,342, Rejected,39300000
4, Not Graduate, Yes,8100000,18000000,8,817, Approved,36900000
1, Not Graduate, No,8400000,29900000,16,476, Rejected,58700000
0, Not Graduate, No,5300000,20000000,6,881, Approved,43100000
2, Graduate, No,4100000,15600000,12,838, Approved,28100000
3, Not Graduate, No,6900000,27400000,4,406, Approved,45900000
1, Graduate, Yes,5200000,19500000,12,778, Approved,35200000
5, Not Graduate, Yes,2000000,7400000,14,799, Approved,12700000
3, Graduate, No,4600000,17800000,20,716, Approved,30500000
0, Graduate, Yes,7100000,20100000,16,756, Approved,36000000
0, Not Graduate, No,9300000,20100000,10,743, Approved,42100000
3, Not Graduate, No,5400000,19400000,20,731, Approved,41300000
3, Not Graduate, No,4100000,8500000,2,833, Approved,31600000
4, Not Graduate, No,4900000,11400000,8,470, Rejected,39000000
5, Graduate, Yes,5400000,21200000,20,734, Approved,28100000
0, Graduate, No,3000000,9600000,12,620, Approved,20100000
0, Not Graduate, Yes,6800000,14400000,8,812, Approved,47200000
4, Graduate, Yes,5100000,14000000,12,459, Rejected,27000000
0, Graduate, Yes,9800000,32600000,10,704, Approved,54000000
1, Graduate, Yes,1600000,4100000,6,391, Rejected,12100000
4, Graduate, No,8000000,29100000,4,421, Approved,50900000
5, Graduate, No,2900000,6700000,14,796, Approved,21400000
4, Graduate, No,9200000,30300000,10,607, Approved,79100000
3, Not Graduate, No,9500000,20400000,14,376, Rejected,43200000
0, Graduate, Yes,3700000,8500000,8,424, Rejected,26400000
5, Graduate, Yes,7100000,20800000,6,442, Rejected,45300000
5, Not Graduate, No,5600000,17600000,14,448, Rejected,35900000
0, Graduate, Yes,1200000,2700000,2,638, Approved,6200000
3, Not Graduate, No,1600000,5600000,6,710, Approved,11500000
4, Not Graduate, Yes,1600000,4800000,20,641, Approved,10700000
2, Not Graduate, No,5300000,20200000,10,348, Rejected,42100000
5, Not Graduate, No,9100000,19900000,20,519, Rejected,65100000
4, Not Graduate, Yes,9400000,35000000,10,517, Rejected,60000000
3, Not Graduate, No,5900000,22400000,6,375, Rejected,39900000
2, Graduate, Yes,1100000,3400000,10,426, Rejected,6400000
4, Graduate, Yes,3100000,11500000,14,785, Approved,19600000
4, Not Graduate, No,2200000,8600000,20,373, Rejected,12700000
1, Graduate, No,6000000,20100000,6,476, Rejected,44600000
1, Graduate, Yes,2000000,5600000,18,320, Rejected,11400000
4, Graduate, No,7200000,22900000,18,657, Approved,41200000
1, Not Graduate, Yes,500000,1900000,12,868, Approved,2800000
1, Not Graduate, Yes,5800000,13900000,6,345, Rejected,39700000
0, Not Graduate, No,200000,300000,6,472, Rejected,1200000
4, Not Graduate, Yes,4600000,9500000,20,613, Approved,27800000
5, Not Graduate, Yes,4600000,12800000,14,769, Approved,37300000
1, Graduate, No,6500000,23100000,20,741, Approved,53500000
4, Not Graduate, Yes,4400000,16600000,14,889, Approved,23000000
0, Not Graduate, Yes,900000,3600000,10,683, Approved,6000000
0, Not Graduate, Yes,3200000,7400000,18,780, Approved,18600000
3, Graduate, No,600000,1100000,8,538, Rejected,3000000
1, Not Graduate, No,5200000,12600000,10,721, Approved,27300000
3, Not Graduate, Yes,6400000,15200000,14,467, Rejected,46200000
2, Not Graduate, No,1000000,2500000,6,551, Approved,6500000
2, Not Graduate, No,6800000,14800000,14,803, Approved,40800000
0, Graduate, No,3000000,8400000,10,361, Rejected,17000000
1, Not Graduate, Yes,8700000,30700000,6,708, Approved,62000000
4, Graduate, Yes,8800000,20900000,18,766, Approved,76500000
1, Not Graduate, Yes,3900000,11500000,2,464, Rejected,32500000
5, Graduate, No,1700000,4300000,2,517, Rejected,8100000
3, Not Graduate, Yes,900000,2300000,6,747, Approved,4900000
1, Not Graduate, No,7200000,24700000,6,596, Approved,37700000
0, Graduate, No,9200000,25400000,2,783, Approved,59400000
3, Not Graduate, No,5700000,19400000,2,335, Approved,45700000
5, Not Graduate, Yes,1100000,2700000,4,889, Approved,5600000
2, Not Graduate, Yes,1100000,2200000,4,874, Approved,6200000
0, Graduate, Yes,6000000,23900000,4,394, Approved,38900000
2, Graduate, Yes,8100000,28500000,20,420, Rejected,44700000
2, Not Graduate, Yes,6500000,25100000,20,848, Approved,41900000
0, Graduate, Yes,7600000,17900000,16,788, Approved,42500000
1, Graduate, No,2200000,4900000,8,509, Rejected,12100000
4, Graduate, Yes,6300000,23900000,6,899, Approved,38600000
4, Not Graduate, Yes,6700000,15800000,12,466, Rejected,38600000
5, Graduate, Yes,1300000,4300000,2,595, Approved,6200000
1, Not Graduate, No,2800000,6700000,12,322, Rejected,14600000
3, Graduate, No,7000000,18900000,2,691, Approved,32800000
3, Not Graduate, Yes,8800000,26700000,10,379, Rejected,62300000
0, Graduate, No,8900000,25800000,18,531, Rejected,44100000
5, Not Graduate, No,7000000,21800000,4,631, Approved,39800000
0, Graduate, Yes,6900000,18600000,10,330, Rejected,49900000
5, Graduate, No,9200000,29200000,16,383, Rejected,67100000
0, Graduate, Yes,6100000,19700000,16,678, Approved,40800000
1, Graduate, Yes,4400000,14700000,8,894, Approved,29500000
4, Not Graduate, No,9900000,22700000,12,567, Approved,73300000
5, Not Graduate, No,3900000,14000000,4,708, Approved,23300000
3, Graduate, No,6800000,21200000,2,433, Approved,42100000
4, Not Graduate, No,3600000,8700000,14,302, Rejected,22000000
4, Graduate, No,700000,2600000,14,736, Approved,5000000
2, Not Graduate, Yes,4000000,8500000,6,323, Rejected,30600000
4, Graduate, No,1800000,4100000,12,670, Approved,11700000
3, Not Graduate, No,5600000,21000000,12,609, Approved,40500000
4, Not Graduate, No,6800000,24200000,18,349, Rejected,44000000
5, Not Graduate, Yes,600000,1500000,2,319, Rejected,3900000
1, Not Graduate, No,4200000,16200000,14,391, Rejected,24600000
4, Not Graduate, No,5000000,18700000,10,755, Approved,19800000
1, Not Graduate, No,4100000,12200000,6,354, Rejected,32700000
3, Not Graduate, Yes,2200000,8800000,2,877, Approved,15800000
1, Not Graduate, No,3400000,8600000,16,312, Rejected,23900000
0, Graduate, No,7100000,15900000,14,746, Approved,44900000
3, Graduate, No,5800000,19600000,16,313, Rejected,48200000
2, Graduate, No,3400000,12900000,14,857, Approved,16500000
2, Not Graduate, No,7700000,18300000,20,504, Rejected,38000000
0, Graduate, No,500000,1200000,14,556, Approved,3200000
2, Graduate, Yes,5300000,11000000,14,393, Rejected,34900000
0, Graduate, No,4700000,14400000,14,881, Approved,37100000
2, Graduate, Yes,4300000,12200000,14,719, Approved,27400000
2, Graduate, Yes,900000,2500000,16,458, Rejected,4300000
4, Graduate, No,2000000,7500000,14,857, Approved,12100000
2, Graduate, Yes,2000000,7600000,16,429, Rejected,16400000
3, Not Graduate, No,4100000,15900000,12,538, Rejected,19200000
1, Not Graduate, No,6900000,14400000,10,828, Approved,53300000
